,support,itemsets
1240,0.01628256513026052,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})"
1723,0.01628256513026052,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT'})"
918,0.01623246492985972,"frozenset({'JUMBO BAG RED RETROSPOT', 'CHARLOTTE BAG SUKI DESIGN'})"
861,0.016182364729458918,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'ASSORTED COLOUR BIRD ORNAMENT'})"
1610,0.016182364729458918,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'SET OF 3 CAKE TINS PANTRY DESIGN '})"
576,0.016182364729458918,frozenset({'RIBBON REEL HEARTS DESIGN '})
210,0.016182364729458918,"frozenset({'FANCY FONT BIRTHDAY CARD, '})"
1816,0.016182364729458918,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})"
1825,0.016182364729458918,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.'})"
1206,0.016182364729458918,"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})"
73,0.016132264529058117,frozenset({'BLUE POLKADOT BOWL'})
558,0.016132264529058117,frozenset({'REGENCY SUGAR BOWL GREEN'})
21,0.016132264529058117,"frozenset({""6 GIFT TAGS 50'S CHRISTMAS ""})"
1139,0.016132264529058117,"frozenset({""JUMBO BAG 50'S CHRISTMAS "", 'JUMBO BAG VINTAGE CHRISTMAS '})"
1848,0.016132264529058117,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})"
468,0.016082164328657316,frozenset({'PHOTO CUBE'})
216,0.016082164328657316,frozenset({'FELTCRAFT CHRISTMAS FAIRY'})
1498,0.01603206412825651,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'PACK OF 72 RETROSPOT CAKE CASES'})"
1187,0.01598196392785571,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG OWLS'})"
1374,0.01598196392785571,"frozenset({'LUNCH BAG ALPHABET DESIGN', 'LUNCH BAG SUKI DESIGN '})"
1430,0.01598196392785571,"frozenset({'LUNCH BAG RED RETROSPOT', 'PARTY BUNTING'})"
1246,0.01598196392785571,"frozenset({'JUMBO BAG RED RETROSPOT', 'NATURAL SLATE HEART CHALKBOARD '})"
633,0.01598196392785571,frozenset({'SET OF 3 WOODEN STOCKING DECORATION'})
1487,0.01598196392785571,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})"
1587,0.01598196392785571,"frozenset({'REGENCY TEA PLATE ROSES ', 'REGENCY TEA PLATE GREEN '})"
1824,0.01593186372745491,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})"
1,0.01593186372745491,frozenset({'10 COLOUR SPACEBOY PEN'})
575,0.01593186372745491,frozenset({'RIBBON REEL CHRISTMAS SOCK BAUBLE'})
1194,0.01593186372745491,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})"
1731,0.01593186372745491,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI', 'JUMBO  BAG BAROQUE BLACK WHITE'})"
294,0.01593186372745491,frozenset({'HEART IVORY TRELLIS LARGE'})
320,0.01588176352705411,frozenset({'IVORY HANGING DECORATION  HEART'})
131,0.01588176352705411,frozenset({'CHILDRENS CUTLERY RETROSPOT RED '})
236,0.01588176352705411,frozenset({'FRENCH ENAMEL CANDLEHOLDER'})
1147,0.01588176352705411,"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG ALPHABET'})"
372,0.01588176352705411,frozenset({'LONDON BUS COFFEE MUG'})
568,0.01588176352705411,frozenset({'RETROSPOT PARTY BAG + STICKER SET'})
871,0.015831663326653308,"frozenset({'RED  HARMONICA IN BOX ', 'BLUE HARMONICA IN BOX '})"
757,0.015831663326653308,frozenset({'VINTAGE CREAM CAT FOOD CONTAINER'})
722,0.015781563126252503,frozenset({'TEA TIME OVEN GLOVE'})
1190,0.015731462925851702,"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG PEARS'})"
668,0.0156813627254509,frozenset({'SET/20 STRAWBERRY PAPER NAPKINS '})
995,0.0156813627254509,"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'DOTCOM POSTAGE'})"
1289,0.0156813627254509,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG STRAWBERRY'})"
1546,0.0156813627254509,"frozenset({""POPPY'S PLAYHOUSE BEDROOM "", ""POPPY'S PLAYHOUSE KITCHEN""})"
116,0.0156813627254509,frozenset({'CHARLIE+LOLA PINK HOT WATER BOTTLE'})
123,0.0156813627254509,"frozenset({""CHILDREN'S APRON DOLLY GIRL ""})"
1654,0.0156813627254509,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})"
588,0.0156813627254509,frozenset({'ROTATING LEAVES T-LIGHT HOLDER'})
105,0.0156312625250501,frozenset({'CARD DOLLY GIRL '})
1576,0.015581162324649298,"frozenset({'REGENCY CAKESTAND 3 TIER', 'SET OF 3 CAKE TINS PANTRY DESIGN '})"
1043,0.015581162324649298,"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER BIRD DESIGN'})"
1605,0.015581162324649298,"frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS', 'SET OF 3 HEART COOKIE CUTTERS'})"
1730,0.015581162324649298,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
947,0.015581162324649298,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'SCOTTIE DOG HOT WATER BOTTLE'})"
143,0.015581162324649298,frozenset({'CHRISTMAS LIGHTS 10 REINDEER'})
399,0.015581162324649298,frozenset({'MEMO BOARD COTTAGE DESIGN'})
1815,0.015531062124248497,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})"
1372,0.015531062124248497,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG ALPHABET DESIGN'})"
1116,0.015480961923847696,"frozenset({'JAM MAKING SET WITH JARS', 'SET OF 4 PANTRY JELLY MOULDS'})"
136,0.015480961923847696,frozenset({'CHOCOLATE BOX RIBBONS '})
1444,0.015480961923847696,"frozenset({'LUNCH BAG RED RETROSPOT', 'WOODLAND CHARLOTTE BAG'})"
1770,0.015480961923847696,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
66,0.015480961923847696,"frozenset({""BISCUIT TIN 50'S CHRISTMAS""})"
1088,0.015480961923847696,"frozenset({'JAM MAKING SET PRINTED', 'JUMBO BAG RED RETROSPOT'})"
1577,0.015430861723446893,"frozenset({'REGENCY CAKESTAND 3 TIER', 'SET OF 3 REGENCY CAKE TINS'})"
356,0.015430861723446893,"frozenset({'KEY FOB , BACK DOOR '})"
1597,0.015430861723446893,"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND ', 'ROUND SNACK BOXES SET OF 4 FRUITS '})"
476,0.015380761523046092,frozenset({'PINK  POLKADOT CUP'})
778,0.015380761523046092,frozenset({'WHITE METAL LANTERN'})
1600,0.015330661322645291,"frozenset({'SET OF 12 FAIRY CAKE BAKING CASES', 'SET OF 12 MINI LOAF BAKING CASES'})"
324,0.015330661322645291,frozenset({'JAM JAR WITH GREEN LID'})
268,0.015280561122244489,frozenset({'GROW A FLYTRAP OR SUNFLOWER IN TIN'})
920,0.015280561122244489,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG  BLACK SKULL.'})"
585,0.015280561122244489,frozenset({'ROLL WRAP VINTAGE SPOT '})
525,0.015280561122244489,frozenset({'RED FLORAL FELTCRAFT SHOULDER BAG'})
1335,0.015280561122244489,"frozenset({'JUMBO STORAGE BAG SUKI', 'LUNCH BAG SUKI DESIGN '})"
1425,0.015280561122244489,"frozenset({'LUNCH BAG VINTAGE LEAF DESIGN', 'LUNCH BAG RED RETROSPOT'})"
561,0.015280561122244489,frozenset({'REGENCY TEA PLATE PINK'})
1401,0.015280561122244489,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'LUNCH BAG CARS BLUE'})"
1262,0.015280561122244489,"frozenset({'JUMBO BAG RED RETROSPOT', 'SET OF 3 CAKE TINS PANTRY DESIGN '})"
360,0.015280561122244489,frozenset({'KITCHEN METAL SIGN'})
1868,0.015280561122244489,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND'})"
1130,0.015230460921843688,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO  BAG BAROQUE BLACK WHITE'})"
1373,0.015230460921843688,"frozenset({'LUNCH BAG ALPHABET DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})"
1341,0.015230460921843688,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'JUMBO STORAGE BAG SUKI'})"
569,0.015230460921843688,frozenset({'RETROSPOT RED WASHING UP GLOVES'})
542,0.015230460921843688,frozenset({'RED RETROSPOT PLATE '})
1350,0.015180360721442885,"frozenset({'LUNCH BAG ALPHABET DESIGN', 'LUNCH BAG  BLACK SKULL.'})"
12,0.015180360721442885,frozenset({'3 HEARTS HANGING DECORATION RUSTIC'})
1163,0.015180360721442885,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG APPLES'})"
954,0.015180360721442885,"frozenset({'COOK WITH WINE METAL SIGN ', 'GIN + TONIC DIET METAL SIGN'})"
905,0.015180360721442885,"frozenset({'LUNCH BAG RED RETROSPOT', 'CHARLOTTE BAG PINK POLKADOT'})"
1496,0.015180360721442885,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PARTY BUNTING'})"
1683,0.015180360721442885,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})"
1353,0.015130260521042084,"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG  BLACK SKULL.'})"
1505,0.015130260521042084,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'SET/20 RED RETROSPOT PAPER NAPKINS '})"
509,0.015130260521042084,frozenset({'POTTING SHED TEA MUG'})
850,0.015130260521042084,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE ORANGE'})"
1279,0.015130260521042084,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})"
836,0.015080160320641283,"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})"
1205,0.015080160320641283,"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG PINK POLKADOT'})"
1315,0.015080160320641283,"frozenset({'JUMBO STORAGE BAG SKULLS', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
956,0.015080160320641283,"frozenset({'COOK WITH WINE METAL SIGN ', 'PLEASE ONE PERSON METAL SIGN'})"
222,0.015080160320641283,frozenset({'FELTCRAFT DOLL ROSIE'})
237,0.015080160320641283,frozenset({'FRENCH WC SIGN BLUE METAL'})
1890,0.015080160320641283,"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})"
1442,0.015080160320641283,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'LUNCH BAG RED RETROSPOT'})"
152,0.01503006012024048,frozenset({'CLASSIC GLASS COOKIE JAR'})
336,0.01503006012024048,frozenset({'JUMBO BAG CHARLIE AND LOLA TOYS'})
884,0.01503006012024048,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'CHARLOTTE BAG SUKI DESIGN'})"
364,0.01497995991983968,frozenset({'LANTERN CREAM GAZEBO '})
632,0.01497995991983968,frozenset({'SET OF 3 WOODEN SLEIGH DECORATIONS'})
1493,0.01497995991983968,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES'})"
1209,0.01497995991983968,"frozenset({'RECYCLING BAG RETROSPOT ', 'JUMBO BAG PINK POLKADOT'})"
292,0.01497995991983968,frozenset({'HEART FILIGREE DOVE  SMALL'})
790,0.01497995991983968,frozenset({'WOODEN CROQUET GARDEN SET'})
1347,0.014929859719438878,"frozenset({'LARGE WHITE HEART OF WICKER', 'SMALL WHITE HEART OF WICKER'})"
1259,0.014929859719438878,"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'JUMBO BAG RED RETROSPOT'})"
639,0.014929859719438878,frozenset({'SET OF 4 ENGLISH ROSE PLACEMATS'})
1607,0.014929859719438878,"frozenset({'SET OF 4 PANTRY JELLY MOULDS', 'SET OF 3 CAKE TINS PANTRY DESIGN '})"
1275,0.014929859719438878,"frozenset({'JUMBO BAG RED RETROSPOT', 'WOODLAND CHARLOTTE BAG'})"
1295,0.014929859719438878,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG TOYS '})"
1077,0.014879759519038076,"frozenset({'LOVE BUILDING BLOCK WORD', 'HOME BUILDING BLOCK WORD'})"
1061,0.014879759519038076,"frozenset({'NATURAL SLATE HEART CHALKBOARD ', 'HEART OF WICKER SMALL'})"
626,0.014879759519038076,frozenset({'SET OF 3 CAKE TINS SKETCHBOOK'})
427,0.014879759519038076,frozenset({'PACK OF 12 RED RETROSPOT TISSUES '})
612,0.014879759519038076,frozenset({'SET 6 PAPER TABLE LANTERN HEARTS '})
1787,0.014879759519038076,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG WOODLAND ANIMALS', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
191,0.014829659318637275,frozenset({'DOORSTOP RETROSPOT HEART'})
1622,0.014829659318637275,"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS '})"
239,0.014829659318637275,frozenset({'FULL ENGLISH BREAKFAST PLATE'})
1853,0.014829659318637275,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI DESIGN '})"
968,0.014829659318637275,"frozenset({'JAM MAKING SET PRINTED', 'DOTCOM POSTAGE'})"
1337,0.014829659318637275,"frozenset({'JUMBO STORAGE BAG SUKI', 'RECYCLING BAG RETROSPOT '})"
1553,0.014829659318637275,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'REGENCY CAKESTAND 3 TIER'})"
1239,0.014829659318637275,"frozenset({'LUNCH BAG APPLE DESIGN', 'JUMBO BAG RED RETROSPOT'})"
248,0.014779559118236472,frozenset({'GIN AND TONIC MUG'})
648,0.014779559118236472,frozenset({'SET OF 6 HERB TINS SKETCHBOOK'})
1458,0.014779559118236472,"frozenset({'LUNCH BAG VINTAGE LEAF DESIGN', 'LUNCH BAG SUKI DESIGN '})"
1097,0.014779559118236472,"frozenset({'JAM MAKING SET PRINTED', 'REGENCY CAKESTAND 3 TIER'})"
1750,0.014779559118236472,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG PINK POLKADOT'})"
955,0.014779559118236472,"frozenset({'HAND OVER THE CHOCOLATE   SIGN ', 'COOK WITH WINE METAL SIGN '})"
1085,0.014729458917835671,"frozenset({'IVORY KITCHEN SCALES', 'RED KITCHEN SCALES'})"
1862,0.014729458917835671,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN '})"
53,0.014729458917835671,frozenset({'BAG 125g SWIRLY MARBLES'})
1852,0.014729458917835671,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN '})"
782,0.014729458917835671,frozenset({'WHITE WICKER STAR '})
772,0.01467935871743487,frozenset({'WALL TIDY RETROSPOT '})
1359,0.01467935871743487,"frozenset({'LUNCH BAG VINTAGE LEAF DESIGN', 'LUNCH BAG  BLACK SKULL.'})"
634,0.01467935871743487,frozenset({'SET OF 3 WOODEN TREE DECORATIONS'})
1558,0.014629258517034067,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
839,0.014629258517034067,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE CHOCOLATE'})"
69,0.014629258517034067,frozenset({'BLACK/BLUE POLKADOT UMBRELLA'})
1664,0.014629258517034067,"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT'})"
264,0.014629258517034067,frozenset({'GRAND CHOCOLATECANDLE'})
867,0.014629258517034067,"frozenset({'TOILET METAL SIGN', 'BATHROOM METAL SIGN'})"
1280,0.014629258517034067,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG SPACEBOY DESIGN'})"
1149,0.014629258517034067,"frozenset({'JUMBO BAG ALPHABET', 'JUMBO STORAGE BAG SUKI'})"
450,0.014579158316633267,frozenset({'PANTRY SCRUBBING BRUSH'})
1775,0.014579158316633267,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
35,0.014579158316633267,"frozenset({'AIRLINE LOUNGE,METAL SIGN'})"
127,0.014579158316633267,frozenset({'CHILDRENS CUTLERY DOLLY GIRL '})
1861,0.014579158316633267,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN '})"
232,0.014579158316633267,frozenset({'FOOD CONTAINER SET 3 LOVE HEART '})
1245,0.014529058116232466,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG WOODLAND'})"
892,0.014529058116232466,"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG APPLES DESIGN'})"
153,0.014529058116232466,frozenset({'CLASSIC METAL BIRDCAGE PLANT HOLDER'})
226,0.014529058116232466,frozenset({'FELTCRAFT PRINCESS OLIVIA DOLL'})
1451,0.014529058116232466,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'LUNCH BAG SPACEBOY DESIGN '})"
684,0.014529058116232466,frozenset({'SLEEPING CAT ERASERS'})
792,0.014529058116232466,frozenset({'WOODEN HAPPY BIRTHDAY GARLAND'})
676,0.014529058116232466,frozenset({'SILVER HANGING T-LIGHT HOLDER'})
110,0.014529058116232466,frozenset({'CARD SUKI BIRTHDAY'})
1189,0.014529058116232466,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PEARS'})"
414,0.014529058116232466,frozenset({'Manual'})
986,0.014529058116232466,"frozenset({'NATURAL SLATE HEART CHALKBOARD ', 'DOTCOM POSTAGE'})"
1293,0.014478957915831663,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG TOYS '})"
128,0.014478957915831663,frozenset({'CHILDRENS CUTLERY POLKADOT BLUE'})
282,0.014478957915831663,frozenset({'HANGING HEART MIRROR DECORATION '})
1738,0.014478957915831663,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG APPLES', 'JUMBO BAG PINK POLKADOT'})"
1217,0.014428857715430862,"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG STRAWBERRY'})"
1826,0.014428857715430862,"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})"
1696,0.014428857715430862,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI', 'DOTCOM POSTAGE'})"
104,0.014428857715430862,frozenset({'CARD CIRCUS PARADE'})
1637,0.014428857715430862,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'WHITE HANGING HEART T-LIGHT HOLDER'})"
1258,0.014428857715430862,"frozenset({'JUMBO BAG RED RETROSPOT', 'RED RETROSPOT SHOPPER BAG'})"
322,0.014378757515030061,frozenset({'IVORY WICKER HEART LARGE'})
189,0.014378757515030061,frozenset({'DOORMAT WELCOME PUPPIES'})
594,0.014378757515030061,frozenset({'ROUND SNACK BOXES SET OF 4 SKULLS'})
1106,0.014378757515030061,"frozenset({'JUMBO BAG RED RETROSPOT', 'JAM MAKING SET WITH JARS'})"
1264,0.014378757515030061,"frozenset({'JUMBO BAG RED RETROSPOT', 'SET/20 RED RETROSPOT PAPER NAPKINS '})"
171,0.014378757515030061,frozenset({'DINOSAURS  WRITING SET '})
465,0.014378757515030061,frozenset({'PEG BAG APPLES DESIGN'})
996,0.014378757515030061,"frozenset({'DOTCOM POSTAGE', 'ROSES REGENCY TEACUP AND SAUCER '})"
526,0.014328657314629258,frozenset({'RED GINGHAM ROSE JEWELLERY BOX'})
887,0.014328657314629258,"frozenset({'LUNCH BAG APPLE DESIGN', 'CHARLOTTE BAG APPLES DESIGN'})"
1113,0.014278557114228457,"frozenset({'REGENCY CAKESTAND 3 TIER', 'JAM MAKING SET WITH JARS'})"
1044,0.014278557114228457,"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER BIRD DESIGN'})"
926,0.014278557114228457,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG SUKI DESIGN '})"
1817,0.014278557114228457,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})"
1319,0.014278557114228457,"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
1410,0.014278557114228457,"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG WOODLAND'})"
1254,0.014278557114228457,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'JUMBO BAG RED RETROSPOT'})"
1274,0.014278557114228457,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'JUMBO BAG RED RETROSPOT'})"
1260,0.014278557114228457,"frozenset({'JUMBO BAG RED RETROSPOT', 'REGENCY CAKESTAND 3 TIER'})"
1368,0.014278557114228457,"frozenset({'WOODLAND CHARLOTTE BAG', 'LUNCH BAG  BLACK SKULL.'})"
753,0.014278557114228457,frozenset({'VICTORIAN SEWING BOX SMALL '})
728,0.014278557114228457,frozenset({'TOY TIDY SPACEBOY  '})
180,0.014278557114228457,frozenset({'DOORMAT HOME SWEET HOME BLUE '})
1243,0.014228456913827655,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN '})"
1818,0.014228456913827655,"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.'})"
164,0.014228456913827655,frozenset({'CREAM CUPID HEARTS COAT HANGER'})
1120,0.014228456913827655,"frozenset({'JUMBO BAG APPLES', 'JUMBO  BAG BAROQUE BLACK WHITE'})"
619,0.014228456913827655,frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'})
1867,0.014228456913827655,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG SPACEBOY DESIGN '})"
1537,0.014178356713426854,"frozenset({'PLASTERS IN TIN CIRCUS PARADE ', 'PLASTERS IN TIN WOODLAND ANIMALS'})"
1409,0.014178356713426854,"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SUKI DESIGN '})"
1863,0.014178356713426854,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG WOODLAND'})"
309,0.014128256513026053,frozenset({'HOME SWEET HOME METAL SIGN '})
881,0.014128256513026053,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'CANDLEHOLDER PINK HANGING HEART'})"
1269,0.014128256513026053,"frozenset({'JUMBO BAG RED RETROSPOT', 'SUKI  SHOULDER BAG'})"
1185,0.014128256513026053,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG OWLS'})"
603,0.014128256513026053,frozenset({'SET 12 COLOUR PENCILS SPACEBOY '})
1370,0.014128256513026053,"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG ALPHABET DESIGN'})"
1462,0.014128256513026053,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'LUNCH BAG SUKI DESIGN '})"
1197,0.014128256513026053,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG TOYS '})"
1841,0.014128256513026053,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN '})"
1330,0.014128256513026053,"frozenset({'JUMBO STORAGE BAG SUKI', 'LUNCH BAG  BLACK SKULL.'})"
1296,0.01407815631262525,"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG VINTAGE DOILY '})"
1366,0.01407815631262525,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'LUNCH BAG  BLACK SKULL.'})"
919,0.01407815631262525,"frozenset({'JUMBO STORAGE BAG SUKI', 'CHARLOTTE BAG SUKI DESIGN'})"
1745,0.01407815631262525,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI', 'JUMBO BAG APPLES'})"
1649,0.01407815631262525,"frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN', 'WOODEN TREE CHRISTMAS SCANDINAVIAN'})"
287,0.01407815631262525,frozenset({'HAPPY STENCIL CRAFT'})
1219,0.014028056112224449,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG PINK VINTAGE PAISLEY'})"
1695,0.014028056112224449,"frozenset({'JUMBO BAG RED RETROSPOT', 'DOTCOM POSTAGE', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
365,0.014028056112224449,frozenset({'LARGE CERAMIC TOP STORAGE JAR'})
856,0.014028056112224449,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'REGENCY CAKESTAND 3 TIER'})"
1053,0.014028056112224449,"frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER', 'HANGING HEART ZINC T-LIGHT HOLDER'})"
788,0.014028056112224449,frozenset({'WOOD STAMP SET THANK YOU'})
1534,0.014028056112224449,"frozenset({'PINK VINTAGE PAISLEY PICNIC BAG', 'SCANDINAVIAN PAISLEY PICNIC BAG'})"
899,0.014028056112224449,"frozenset({'JUMBO BAG RED RETROSPOT', 'CHARLOTTE BAG PINK POLKADOT'})"
1183,0.014028056112224449,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG OWLS'})"
1472,0.014028056112224449,"frozenset({'WOODLAND CHARLOTTE BAG', 'LUNCH BAG WOODLAND'})"
1306,0.013977955911823648,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO STORAGE BAG SKULLS'})"
1755,0.013977955911823648,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG STRAWBERRY'})"
